from_stop_id,to_stop_id,transfer_type,min_transfer_time
967988,1647,2,180
4705558,2431,2,280
4037788,2220,2,248
2430,1753,2,139
4770181,2220,2,243
1964,2220,2,600
3687461,2431,2,257
3764510,2220,2,242
4036292,2100,2,214
4036313,2431,2,252
4726929,2100,2,213
3747826,2439,2,256
3687459,1753,2,225
3343777,967989,2,180
4472865,2218,2,216
2377,967988,2,180
3687428,2220,2,242
2377,967989,2,180
4036296,1965,2,237
3765013,2408,2,247
3688096,1753,2,269
5289093,2051,2,214
3695558,2289,2,239
4025464,2220,2,242
4472855,1875,2,198
4036315,2271,2,200
5289160,2220,2,237
3749750,1798,2,247
5138062,1893,2,206
4036295,1965,2,241
3343778,967988,2,180
3343778,967989,2,180
5289088,2115,2,214
4037787,1965,2,282
4354148,1758,2,202
4439501,1965,2,269
4726955,967988,2,197
4726955,967989,2,197
3695557,1965,2,278
4036869,1965,2,199
4354476,1758,2,195
3764657,2100,2,278
5018399,2220,2,241
4726739,2220,2,243
5018386,1965,2,216
5018338,2220,2,241
5018336,2439,2,214
4459252,1965,2,242
4472881,1682,2,211
3764613,2439,2,214
3926436,2100,2,214
5289084,1753,2,194
5289082,2271,2,198
3764602,2289,2,239
3764548,1965,2,254
3764661,2220,2,199
4036867,2439,2,214
4037197,1965,2,198
3812918,1965,2,230
4037196,2289,2,252
4016267,1965,2,218
3687429,2220,2,278
4037787,2220,2,282
5018335,2051,2,278
3764574,2220,2,282
3812919,1893,2,264
3764616,2220,2,199
4036300,2051,2,278
4036986,1965,2,258
3687428,1965,2,242
1967,2220,2,480
4016265,1965,2,208
4472860,1753,2,252
4036310,1905,2,225
4472862,1905,2,237
5018399,2289,2,217
3764510,1965,2,242
3764660,1893,2,206
4037786,1965,2,198
4472879,2266,2,225
3747965,1963,2,187
4705559,1753,2,273
4472859,1753,2,194
4036870,1965,2,258
3687085,1893,2,239
4651134,1965,2,243
4036284,2492,2,270
3812920,1965,2,218
3687242,2220,2,282
2221,2220,2,123
4036286,1758,2,195
5138062,1965,2,252
5289082,1875,2,198
4705667,1753,2,273
